Sub,Scan,Inv,Percept,Cond,F
S06,1,1,s,BR,60648.1813664864
S06,1,2,s,BR,75958.5475384752
S06,1,3,s,BR,56160.186775904
S06,1,4,s,BR,56489.411085498
S06,1,5,s,BR,71406.4989071515
S06,1,6,s,BR,60701.7060565304
S06,1,7,s,BR,18394.8224238244
S06,1,8,s,BR,16607.2791910625
S06,1,9,s,BR,42558.7149447778
S06,1,10,s,BR,40471.7609928499
S06,1,11,s,BR,21728.226890159
S06,1,12,s,BR,20644.7055779013
S06,1,13,s,BR,20419.3113630381
S06,1,14,s,BR,18274.1920297907
S06,1,15,s,BR,62437.393117671
S06,1,16,s,BR,61243.9967151253
S06,1,17,s,BR,47956.7731237071
S06,1,18,s,BR,48041.6356252532
S06,2,1,s,BR,76628.4854478815
S06,2,2,s,BR,94845.7964497129
S06,2,3,s,BR,73948.011486418
S06,2,4,s,BR,74176.5256063954
S06,2,5,s,BR,92235.4102026142
S06,2,6,s,BR,76637.0170848309
S06,2,7,s,BR,27976.7374759179
S06,2,8,s,BR,26894.2065029096
S06,2,9,s,BR,52868.8102817309
S06,2,10,s,BR,51491.4100166279
S06,2,11,s,BR,26927.3754083457
S06,2,12,s,BR,26067.2101599544
S06,2,13,s,BR,26521.6139933732
S06,2,14,s,BR,25727.3933448678
S06,2,15,s,BR,71030.0639528802
S06,2,16,s,BR,70558.6662551016
S06,2,17,s,BR,64278.7185412311
S06,2,18,s,BR,64262.6882980481
S06,3,1,s,BR,58546.536302611
S06,3,2,s,BR,73401.5776550417
S06,3,3,s,BR,55174.9771728932
S06,3,4,s,BR,55441.7197947419
S06,3,5,s,BR,70235.2629473034
S06,3,6,s,BR,58557.8621308114
S06,3,7,s,BR,19358.7288844537
S06,3,8,s,BR,18209.0732953172
S06,3,9,s,BR,41222.5919943012
S06,3,10,s,BR,39492.1665157759
S06,3,11,s,BR,19336.332242933
S06,3,12,s,BR,18021.4495600264
S06,3,13,s,BR,19013.1377868146
S06,3,14,s,BR,18289.4477573505
S06,3,15,s,BR,55866.7723903308
S06,3,16,s,BR,55324.2672646249
S06,3,17,s,BR,60974.8421049313
S06,3,18,s,BR,60518.6061378368
S06,4,1,s,BR,52653.5017891837
S06,4,2,s,BR,66189.2528881996
S06,4,3,s,BR,50007.3146358955
S06,4,4,s,BR,50360.6480291737
S06,4,5,s,BR,63649.0953626064
S06,4,6,s,BR,52716.9367885044
S06,4,7,s,BR,19342.2603211742
S06,4,8,s,BR,18377.149488884
S06,4,9,s,BR,37126.6178957141
S06,4,10,s,BR,35446.9909868629
S06,4,11,s,BR,17334.7519620053
S06,4,12,s,BR,16510.3934964831
S06,4,13,s,BR,17396.2107584484
S06,4,14,s,BR,16318.7597699048
S06,4,15,s,BR,53257.0588259342
S06,4,16,s,BR,52407.389969564
S06,4,17,s,BR,46703.3028634462
S06,4,18,s,BR,46581.355068975
S06,5,1,s,BR,58401.5326738508
S06,5,2,s,BR,72206.6538885351
S06,5,3,s,BR,55931.1522507248
S06,5,4,s,BR,56296.5525137378
S06,5,5,s,BR,69538.1888115743
S06,5,6,s,BR,57952.4345186518
S06,5,7,s,BR,19603.1437493902
S06,5,8,s,BR,19133.5516844232
S06,5,9,s,BR,41545.7781929822
S06,5,10,s,BR,39885.5323798286
S06,5,11,s,BR,19465.7170993974
S06,5,12,s,BR,18616.0188533347
S06,5,13,s,BR,18875.5525917902
S06,5,14,s,BR,17331.8300644524
S06,5,15,s,BR,50145.4594041017
S06,5,16,s,BR,49836.9752508337
S06,5,17,s,BR,53890.068786599
S06,5,18,s,BR,53924.4882143836
S06,6,1,s,BR,47778.1948187033
S06,6,2,s,BR,65291.2189377391
S06,6,3,s,BR,45702.9947851847
S06,6,4,s,BR,45996.5446690321
S06,6,5,s,BR,63083.5864928775
S06,6,6,s,BR,47793.4874203058
S06,6,7,s,BR,18413.123336655
S06,6,8,s,BR,17634.2646988059
S06,6,9,s,BR,36449.3206885726
S06,6,10,s,BR,34947.871453578
S06,6,11,s,BR,18153.2598962643
S06,6,12,s,BR,17469.584545864
S06,6,13,s,BR,17132.1755954686
S06,6,14,s,BR,16112.5713680974
S06,6,15,s,BR,37659.9378078339
S06,6,16,s,BR,37688.6287448838
S06,6,17,s,BR,43239.0144481645
S06,6,18,s,BR,43154.0150801524
S06,1,1,u,BR,92551.1333608529
S06,1,2,u,BR,109080.277755517
S06,1,3,u,BR,92648.1544513784
S06,1,4,u,BR,92980.8712791843
S06,1,5,u,BR,109189.660988101
S06,1,6,u,BR,92859.3647214698
S06,1,7,u,BR,29270.266382271
S06,1,8,u,BR,29288.102654625
S06,1,9,u,BR,59191.7375207261
S06,1,10,u,BR,59317.3256131926
S06,1,11,u,BR,35907.2366665361
S06,1,12,u,BR,35971.9462470388
S06,1,13,u,BR,35412.7033169839
S06,1,14,u,BR,35459.1413249725
S06,1,15,u,BR,98018.4724207074
S06,1,16,u,BR,96873.9337098507
S06,1,17,u,BR,87421.9648499283
S06,1,18,u,BR,86355.4201775026
S06,2,1,u,BR,100225.932205819
S06,2,2,u,BR,117013.595678838
S06,2,3,u,BR,100376.651340567
S06,2,4,u,BR,100662.193567934
S06,2,5,u,BR,117197.144859838
S06,2,6,u,BR,100486.822735891
S06,2,7,u,BR,38718.4772603656
S06,2,8,u,BR,38778.9244786047
S06,2,9,u,BR,62553.8305716273
S06,2,10,u,BR,62712.3449249036
S06,2,11,u,BR,38059.6888836102
S06,2,12,u,BR,38144.9033660455
S06,2,13,u,BR,37528.091979526
S06,2,14,u,BR,37545.8030109181
S06,2,15,u,BR,100259.455276813
S06,2,16,u,BR,98497.8646243148
S06,2,17,u,BR,94011.5648466958
S06,2,18,u,BR,92834.2537195323
S06,3,1,u,BR,83090.3421146984
S06,3,2,u,BR,97471.056994765
S06,3,3,u,BR,82086.3629412698
S06,3,4,u,BR,82166.5039991571
S06,3,5,u,BR,96681.0594360453
S06,3,6,u,BR,83193.5436703938
S06,3,7,u,BR,25055.8783371387
S06,3,8,u,BR,24622.9873173071
S06,3,9,u,BR,53662.8653812148
S06,3,10,u,BR,53331.7058865029
S06,3,11,u,BR,32497.3660157372
S06,3,12,u,BR,32527.1707588886
S06,3,13,u,BR,33224.3033425618
S06,3,14,u,BR,33095.9716411086
S06,3,15,u,BR,93090.3618271025
S06,3,16,u,BR,91806.0085608094
S06,3,17,u,BR,92422.2126479421
S06,3,18,u,BR,91500.4315980372
S06,4,1,u,BR,80237.6044340669
S06,4,2,u,BR,94303.2059856572
S06,4,3,u,BR,80500.4045325075
S06,4,4,u,BR,80826.9120539867
S06,4,5,u,BR,94515.5279223583
S06,4,6,u,BR,80623.533514569
S06,4,7,u,BR,31049.2011183634
S06,4,8,u,BR,31117.5217102382
S06,4,9,u,BR,49869.6037851989
S06,4,10,u,BR,50007.976026867
S06,4,11,u,BR,30517.7971103815
S06,4,12,u,BR,30579.1946713934
S06,4,13,u,BR,29672.5340196745
S06,4,14,u,BR,29700.7833072428
S06,4,15,u,BR,82201.5190282505
S06,4,16,u,BR,81459.5647624433
S06,4,17,u,BR,79825.3133343587
S06,4,18,u,BR,79158.7003759531
S06,5,1,u,BR,74132.0331971741
S06,5,2,u,BR,91494.7342924916
S06,5,3,u,BR,74346.9065420943
S06,5,4,u,BR,74596.8691174304
S06,5,5,u,BR,91689.666777088
S06,5,6,u,BR,74421.6505512824
S06,5,7,u,BR,29131.4675731455
S06,5,8,u,BR,29171.847921684
S06,5,9,u,BR,48607.8766203754
S06,5,10,u,BR,48757.4043194339
S06,5,11,u,BR,28973.5612819198
S06,5,12,u,BR,29022.2313746352
S06,5,13,u,BR,28593.1274043857
S06,5,14,u,BR,28571.5215612887
S06,5,15,u,BR,74465.7920523661
S06,5,16,u,BR,74275.05957841
S06,5,17,u,BR,75850.8434504448
S06,5,18,u,BR,75335.2637528518
S06,6,1,u,BR,79965.8713243408
S06,6,2,u,BR,97051.1004706016
S06,6,3,u,BR,80125.6603443795
S06,6,4,u,BR,80462.996472054
S06,6,5,u,BR,97288.0138224502
S06,6,6,u,BR,80236.256720423
S06,6,7,u,BR,32677.5881979092
S06,6,8,u,BR,32744.882711685
S06,6,9,u,BR,52892.1306109155
S06,6,10,u,BR,53071.0758000368
S06,6,11,u,BR,32270.3637305256
S06,6,12,u,BR,32351.5245516722
S06,6,13,u,BR,30715.6319148147
S06,6,14,u,BR,30744.7828849089
S06,6,15,u,BR,72792.1671891837
S06,6,16,u,BR,72557.4599609946
S06,6,17,u,BR,77141.9219129086
S06,6,18,u,BR,76237.1066905969
S06,1,1,red,RplSM,12820.5870847948
S06,1,2,red,RplSM,17290.511490433
S06,1,3,red,RplSM,12074.3103697036
S06,1,4,red,RplSM,12218.1916181143
S06,1,5,red,RplSM,16629.8543105115
S06,1,6,red,RplSM,12839.7603854021
S06,1,7,red,RplSM,3787.62683905602
S06,1,8,red,RplSM,3601.40138755937
S06,1,9,red,RplSM,8793.86357684266
S06,1,10,red,RplSM,8377.58790250395
S06,1,11,red,RplSM,3506.20994334672
S06,1,12,red,RplSM,3394.19971906182
S06,1,13,red,RplSM,3400.42702936094
S06,1,14,red,RplSM,3267.83276544795
S06,1,15,red,RplSM,14962.1692395892
S06,1,16,red,RplSM,14438.8970407558
S06,1,17,red,RplSM,12582.3689568201
S06,1,18,red,RplSM,12135.9556584521
S06,2,1,red,RplSM,9053.74322964896
S06,2,2,red,RplSM,14530.9621851504
S06,2,3,red,RplSM,8876.79825567578
S06,2,4,red,RplSM,8961.36944676884
S06,2,5,red,RplSM,14428.8745989044
S06,2,6,red,RplSM,9086.49857423473
S06,2,7,red,RplSM,1318.18981315858
S06,2,8,red,RplSM,1312.53558265177
S06,2,9,red,RplSM,8576.58492982893
S06,2,10,red,RplSM,8393.20343103477
S06,2,11,red,RplSM,3248.72278850644
S06,2,12,red,RplSM,3219.07861123633
S06,2,13,red,RplSM,2727.51663602578
S06,2,14,red,RplSM,2696.44320333164
S06,2,15,red,RplSM,13201.6451028962
S06,2,16,red,RplSM,12434.5116172856
S06,2,17,red,RplSM,11243.5950526741
S06,2,18,red,RplSM,4111.20354078927
S06,3,1,red,RplSM,17401.9734549784
S06,3,2,red,RplSM,27808.6243671672
S06,3,3,red,RplSM,16891.520414671
S06,3,4,red,RplSM,17011.7351209775
S06,3,5,red,RplSM,27324.0061222126
S06,3,6,red,RplSM,17437.9886189586
S06,3,7,red,RplSM,6091.88738685973
S06,3,8,red,RplSM,5898.22161797146
S06,3,9,red,RplSM,16201.3698299726
S06,3,10,red,RplSM,15891.220575652
S06,3,11,red,RplSM,7058.86737988698
S06,3,12,red,RplSM,6994.53209691917
S06,3,13,red,RplSM,6459.50603222187
S06,3,14,red,RplSM,6385.00545080588
S06,3,15,red,RplSM,24024.8842780361
S06,3,16,red,RplSM,23836.6891484149
S06,3,17,red,RplSM,23210.4555878061
S06,3,18,red,RplSM,22496.4352729218
S06,4,1,red,RplSM,23704.9459121939
S06,4,2,red,RplSM,30144.4913146558
S06,4,3,red,RplSM,23497.9596240027
S06,4,4,red,RplSM,23656.0973494678
S06,4,5,red,RplSM,29929.9917329353
S06,4,6,red,RplSM,23826.5227069999
S06,4,7,red,RplSM,6429.54095627291
S06,4,8,red,RplSM,6372.93452650622
S06,4,9,red,RplSM,19068.3723653515
S06,4,10,red,RplSM,18666.8426010336
S06,4,11,red,RplSM,8182.1606415274
S06,4,12,red,RplSM,8163.56867939986
S06,4,13,red,RplSM,8119.61744934632
S06,4,14,red,RplSM,8109.38022926987
S06,4,15,red,RplSM,24776.2310663424
S06,4,16,red,RplSM,24724.3515054014
S06,4,17,red,RplSM,22515.8107797485
S06,4,18,red,RplSM,22330.4225281898
S06,5,1,red,RplSM,19078.9511647067
S06,5,2,red,RplSM,26375.0908806184
S06,5,3,red,RplSM,17899.7578519764
S06,5,4,red,RplSM,18060.7569113564
S06,5,5,red,RplSM,25357.003240477
S06,5,6,red,RplSM,19063.6961265796
S06,5,7,red,RplSM,6103.65818544717
S06,5,8,red,RplSM,5652.7837721612
S06,5,9,red,RplSM,14583.6096887276
S06,5,10,red,RplSM,14099.9401719937
S06,5,11,red,RplSM,6312.51555819724
S06,5,12,red,RplSM,6229.11214543036
S06,5,13,red,RplSM,5858.78135858104
S06,5,14,red,RplSM,5853.72680506372
S06,5,15,red,RplSM,20074.2106071704
S06,5,16,red,RplSM,19870.0966374934
S06,5,17,red,RplSM,15059.883645816
S06,5,18,red,RplSM,14043.9210084943
S06,1,1,green,RplSM,9837.55190401715
S06,1,2,green,RplSM,14077.343125322
S06,1,3,green,RplSM,9132.37576167555
S06,1,4,green,RplSM,9237.83735569374
S06,1,5,green,RplSM,13404.9918536381
S06,1,6,green,RplSM,9860.31359712987
S06,1,7,green,RplSM,2580.72329031992
S06,1,8,green,RplSM,2388.76331842249
S06,1,9,green,RplSM,7234.43420559992
S06,1,10,green,RplSM,6787.61789118548
S06,1,11,green,RplSM,2608.93254399931
S06,1,12,green,RplSM,2490.69085926098
S06,1,13,green,RplSM,2556.23411653531
S06,1,14,green,RplSM,2342.6670558376
S06,1,15,green,RplSM,13738.215321508
S06,1,16,green,RplSM,12985.0481832116
S06,1,17,green,RplSM,10469.3384336342
S06,1,18,green,RplSM,10167.8703357961
S06,2,1,green,RplSM,9147.88715881345
S06,2,2,green,RplSM,13716.0474907853
S06,2,3,green,RplSM,8540.30709428716
S06,2,4,green,RplSM,8615.76934365778
S06,2,5,green,RplSM,13152.3294953394
S06,2,6,green,RplSM,9188.00973831245
S06,2,7,green,RplSM,1758.69070214314
S06,2,8,green,RplSM,1542.82788971771
S06,2,9,green,RplSM,7363.24362096748
S06,2,10,green,RplSM,6983.32335085412
S06,2,11,green,RplSM,2742.31539174454
S06,2,12,green,RplSM,2509.80280712767
S06,2,13,green,RplSM,2391.05521626539
S06,2,14,green,RplSM,2249.78920071722
S06,2,15,green,RplSM,11427.088443248
S06,2,16,green,RplSM,11142.1688331273
S06,2,17,green,RplSM,4829.26961555167
S06,2,18,green,RplSM,3787.98014127729
S06,3,1,green,RplSM,19579.6240553644
S06,3,2,green,RplSM,27482.9663907676
S06,3,3,green,RplSM,18446.2472549796
S06,3,4,green,RplSM,18575.4458307669
S06,3,5,green,RplSM,26400.9461776322
S06,3,6,green,RplSM,19554.7161203428
S06,3,7,green,RplSM,5016.28486264108
S06,3,8,green,RplSM,4606.75235776521
S06,3,9,green,RplSM,15317.2479324617
S06,3,10,green,RplSM,14647.5154573168
S06,3,11,green,RplSM,7585.25578613732
S06,3,12,green,RplSM,7260.07010382239
S06,3,13,green,RplSM,6902.40425503955
S06,3,14,green,RplSM,6727.28984832967
S06,3,15,green,RplSM,17761.7181025539
S06,3,16,green,RplSM,17596.3520245957
S06,3,17,green,RplSM,9272.61463780848
S06,3,18,green,RplSM,8670.25829364237
S06,4,1,green,RplSM,19147.5242186889
S06,4,2,green,RplSM,29170.6290290875
S06,4,3,green,RplSM,17905.1278278687
S06,4,4,green,RplSM,18058.9513213363
S06,4,5,green,RplSM,27937.4936578338
S06,4,6,green,RplSM,19133.9742690835
S06,4,7,green,RplSM,8437.31896104136
S06,4,8,green,RplSM,8013.80314162595
S06,4,9,green,RplSM,16719.6400467239
S06,4,10,green,RplSM,16022.0264711928
S06,4,11,green,RplSM,7602.23217623663
S06,4,12,green,RplSM,7387.952024113
S06,4,13,green,RplSM,6923.06105372217
S06,4,14,green,RplSM,6811.35839780489
S06,4,15,green,RplSM,21260.7465975177
S06,4,16,green,RplSM,21096.9610349517
S06,4,17,green,RplSM,19466.3647805437
S06,4,18,green,RplSM,19200.4786920642
S06,5,1,green,RplSM,22333.0506721804
S06,5,2,green,RplSM,30575.1431598414
S06,5,3,green,RplSM,20405.0951456276
S06,5,4,green,RplSM,20587.6382216298
S06,5,5,green,RplSM,28902.1324955687
S06,5,6,green,RplSM,22290.6739586685
S06,5,7,green,RplSM,7271.73356963726
S06,5,8,green,RplSM,6689.95821739338
S06,5,9,green,RplSM,17327.4563827281
S06,5,10,green,RplSM,16418.8408349023
S06,5,11,green,RplSM,8062.01837624368
S06,5,12,green,RplSM,7683.41691812305
S06,5,13,green,RplSM,7310.12317563189
S06,5,14,green,RplSM,7126.41797817659
S06,5,15,green,RplSM,23779.9246917884
S06,5,16,green,RplSM,23583.642376515
S06,5,17,green,RplSM,22420.268886578
S06,5,18,green,RplSM,22049.3417420543
S06,1,1,s,RplSM,22275.0311804348
S06,1,2,s,RplSM,30259.3036026319
S06,1,3,s,RplSM,22169.7583786769
S06,1,4,s,RplSM,22393.5717480115
S06,1,5,s,RplSM,30876.2716436692
S06,1,6,s,RplSM,22205.7005543766
S06,1,7,s,RplSM,5704.78197428879
S06,1,8,s,RplSM,5688.97640188675
S06,1,9,s,RplSM,15027.5753404267
S06,1,10,s,RplSM,14973.6764805367
S06,1,11,s,RplSM,5583.51320292409
S06,1,12,s,RplSM,5624.66293383887
S06,1,13,s,RplSM,5266.82804873375
S06,1,14,s,RplSM,5286.23319999158
S06,1,15,s,RplSM,28511.3095909053
S06,1,16,s,RplSM,28432.3547106152
S06,1,17,s,RplSM,23213.3538613862
S06,1,18,s,RplSM,23175.0800215275
S06,2,1,s,RplSM,18359.5034582133
S06,2,2,s,RplSM,28378.6975836269
S06,2,3,s,RplSM,18384.5614670012
S06,2,4,s,RplSM,18547.7807063024
S06,2,5,s,RplSM,28453.5388187063
S06,2,6,s,RplSM,18500.7237216995
S06,2,7,s,RplSM,3737.57384654753
S06,2,8,s,RplSM,3762.35223813583
S06,2,9,s,RplSM,15322.5099579352
S06,2,10,s,RplSM,15338.387438839
S06,2,11,s,RplSM,5746.54640773879
S06,2,12,s,RplSM,5769.70174544574
S06,2,13,s,RplSM,4927.19824557448
S06,2,14,s,RplSM,4955.44619809079
S06,2,15,s,RplSM,24533.3054030551
S06,2,16,s,RplSM,24414.7242196906
S06,2,17,s,RplSM,16282.3133627889
S06,2,18,s,RplSM,8139.36102697098
S06,3,1,s,RplSM,37918.5855875309
S06,3,2,s,RplSM,55052.5913252258
S06,3,3,s,RplSM,37734.8776309654
S06,3,4,s,RplSM,37983.8915838379
S06,3,5,s,RplSM,54950.1579932604
S06,3,6,s,RplSM,38067.735262224
S06,3,7,s,RplSM,12425.3102214353
S06,3,8,s,RplSM,12298.204971352
S06,3,9,s,RplSM,30654.7590876525
S06,3,10,s,RplSM,30651.6656798361
S06,3,11,s,RplSM,14307.1590520341
S06,3,12,s,RplSM,14339.8836541392
S06,3,13,s,RplSM,13083.706843237
S06,3,14,s,RplSM,13111.5550889155
S06,3,15,s,RplSM,43360.181251492
S06,3,16,s,RplSM,43299.1682044541
S06,3,17,s,RplSM,26433.3317350205
S06,3,18,s,RplSM,23583.3047050262
S06,4,1,s,RplSM,41985.1878303459
S06,4,2,s,RplSM,57317.54795982
S06,4,3,s,RplSM,41945.5876289697
S06,4,4,s,RplSM,42221.0910661321
S06,4,5,s,RplSM,58513.6231930746
S06,4,6,s,RplSM,42177.5359024644
S06,4,7,s,RplSM,15912.6936070939
S06,4,8,s,RplSM,15930.6848959687
S06,4,9,s,RplSM,34558.0479800343
S06,4,10,s,RplSM,34460.9704848628
S06,4,11,s,RplSM,15450.4456153501
S06,4,12,s,RplSM,15480.3072498757
S06,4,13,s,RplSM,14782.5658456187
S06,4,14,s,RplSM,14822.5934666096
S06,4,15,s,RplSM,45808.5790526826
S06,4,16,s,RplSM,45779.6041437014
S06,4,17,s,RplSM,42547.9542698103
S06,4,18,s,RplSM,42411.0774645307
S06,5,1,s,RplSM,40227.7841629365
S06,5,2,s,RplSM,55600.608790256
S06,5,3,s,RplSM,39363.3340605878
S06,5,4,s,RplSM,39709.3178267355
S06,5,5,s,RplSM,55036.6936554916
S06,5,6,s,RplSM,40272.7241176005
S06,5,7,s,RplSM,12527.0202094673
S06,5,8,s,RplSM,12257.4435264537
S06,5,9,s,RplSM,30710.8600852502
S06,5,10,s,RplSM,30513.6901969911
S06,5,11,s,RplSM,13872.0270206085
S06,5,12,s,RplSM,13869.4425285175
S06,5,13,s,RplSM,12833.1631982328
S06,5,14,s,RplSM,12860.4666181644
S06,5,15,s,RplSM,44547.3343397146
S06,5,16,s,RplSM,44266.0402256647
S06,5,17,s,RplSM,35830.9959570467
S06,5,18,s,RplSM,34601.3420470293
S06,1,1,u,RplSM,35068.8802133916
S06,1,2,u,RplSM,42819.1927674095
S06,1,3,u,RplSM,33992.7053869033
S06,1,4,u,RplSM,34174.9441115452
S06,1,5,u,RplSM,41851.9431784712
S06,1,6,u,RplSM,35012.6655581824
S06,1,7,u,RplSM,12364.8480613105
S06,1,8,u,RplSM,12068.2693683417
S06,1,9,u,RplSM,20592.1822237908
S06,1,10,u,RplSM,20048.4673104205
S06,1,11,u,RplSM,11302.2908826635
S06,1,12,u,RplSM,11229.7344324217
S06,1,13,u,RplSM,11845.3679454159
S06,1,14,u,RplSM,11626.052704776
S06,1,15,u,RplSM,40838.7137622359
S06,1,16,u,RplSM,39565.3499940005
S06,1,17,u,RplSM,34282.2454295544
S06,1,18,u,RplSM,33054.1891722545
S06,2,1,u,RplSM,37833.4677987886
S06,2,2,u,RplSM,43979.098270481
S06,2,3,u,RplSM,36562.4829724635
S06,2,4,u,RplSM,36685.6723155151
S06,2,5,u,RplSM,42698.3663591931
S06,2,6,u,RplSM,37800.9667901717
S06,2,7,u,RplSM,12089.2606358695
S06,2,8,u,RplSM,11556.9987415181
S06,2,9,u,RplSM,22050.2884921806
S06,2,10,u,RplSM,21231.6691226331
S06,2,11,u,RplSM,12758.2976841158
S06,2,12,u,RplSM,12432.0274303459
S06,2,13,u,RplSM,12366.0112050972
S06,2,14,u,RplSM,12140.2418975947
S06,2,15,u,RplSM,35263.637222708
S06,2,16,u,RplSM,34257.3213975554
S06,2,17,u,RplSM,28790.5640413525
S06,2,18,u,RplSM,26547.8268906883
S06,3,1,u,RplSM,61790.4907927574
S06,3,2,u,RplSM,75834.1917304174
S06,3,3,u,RplSM,59768.243107832
S06,3,4,u,RplSM,60016.8049724428
S06,3,5,u,RplSM,74232.3590452101
S06,3,6,u,RplSM,61719.8613916801
S06,3,7,u,RplSM,24221.1767432341
S06,3,8,u,RplSM,23575.1155785967
S06,3,9,u,RplSM,40925.0932188916
S06,3,10,u,RplSM,39662.8619998848
S06,3,11,u,RplSM,23981.7601351263
S06,3,12,u,RplSM,23665.2127504768
S06,3,13,u,RplSM,22830.5444683405
S06,3,14,u,RplSM,22541.1944827887
S06,3,15,u,RplSM,64790.5422183894
S06,3,16,u,RplSM,63443.1672069249
S06,3,17,u,RplSM,53009.7014012101
S06,3,18,u,RplSM,49003.1538995128
S06,4,1,u,RplSM,73642.6156580972
S06,4,2,u,RplSM,82027.9035787487
S06,4,3,u,RplSM,71072.5006897438
S06,4,4,u,RplSM,71430.4495286288
S06,4,5,u,RplSM,80078.1104461955
S06,4,6,u,RplSM,73615.3016057194
S06,4,7,u,RplSM,22596.1009674699
S06,4,8,u,RplSM,21943.7447752149
S06,4,9,u,RplSM,45672.6364371907
S06,4,10,u,RplSM,43984.6412582412
S06,4,11,u,RplSM,26939.6279118978
S06,4,12,u,RplSM,26467.5284265255
S06,4,13,u,RplSM,25159.4857703636
S06,4,14,u,RplSM,24937.2759564941
S06,4,15,u,RplSM,66751.5429315423
S06,4,16,u,RplSM,66238.1134537811
S06,4,17,u,RplSM,63484.2207586278
S06,4,18,u,RplSM,61094.5728160171
S06,5,1,u,RplSM,61956.3984254512
S06,5,2,u,RplSM,73695.5265916077
S06,5,3,u,RplSM,59507.3924389968
S06,5,4,u,RplSM,59772.5221400235
S06,5,5,u,RplSM,71698.6686902339
S06,5,6,u,RplSM,61633.3507582799
S06,5,7,u,RplSM,24555.8104228387
S06,5,8,u,RplSM,23705.5827411532
S06,5,9,u,RplSM,39291.6483611078
S06,5,10,u,RplSM,38105.4403511222
S06,5,11,u,RplSM,22822.8807487071
S06,5,12,u,RplSM,22494.8334286283
S06,5,13,u,RplSM,22079.2989430381
S06,5,14,u,RplSM,21867.5910989424
S06,5,15,u,RplSM,60828.2639243237
S06,5,16,u,RplSM,59584.7365329406
S06,5,17,u,RplSM,54042.8414887357
S06,5,18,u,RplSM,46866.0037764604
S07,1,1,red,BR,33852.2687597377
S07,1,2,red,BR,41980.9656348963
S07,1,3,red,BR,31922.2874823288
S07,1,4,red,BR,32116.9661560035
S07,1,5,red,BR,40079.9743752927
S07,1,6,red,BR,33869.0371600665
S07,1,7,red,BR,8649.97711650901
S07,1,8,red,BR,8252.73268654805
S07,1,9,red,BR,22654.6412776024
S07,1,10,red,BR,21418.9143225509
S07,1,11,red,BR,12014.891256008
S07,1,12,red,BR,11229.0512350178
S07,1,13,red,BR,11069.4889482468
S07,1,14,red,BR,10676.9936375503
S07,1,15,red,BR,34986.1074759258
S07,1,16,red,BR,34179.2834990994
S07,1,17,red,BR,37521.6872961264
S07,1,18,red,BR,36262.3140104229
S07,2,1,red,BR,26629.7924606701
S07,2,2,red,BR,33820.2813332746
S07,2,3,red,BR,25512.1450531972
S07,2,4,red,BR,25640.0435794253
S07,2,5,red,BR,32681.1761945143
S07,2,6,red,BR,26672.6781627083
S07,2,7,red,BR,8659.26390165736
S07,2,8,red,BR,8267.61650668498
S07,2,9,red,BR,18634.5712550337
S07,2,10,red,BR,17711.4948606045
S07,2,11,red,BR,8417.98271047882
S07,2,12,red,BR,8222.07754242716
S07,2,13,red,BR,8547.12896979942
S07,2,14,red,BR,8205.80308445461
S07,2,15,red,BR,29027.1704982768
S07,2,16,red,BR,28372.3306116958
S07,2,17,red,BR,26629.5036625898
S07,2,18,red,BR,26239.1422173592
S07,3,1,red,BR,18807.6244676888
S07,3,2,red,BR,25571.0325731833
S07,3,3,red,BR,17928.2180215653
S07,3,4,red,BR,18018.6299229654
S07,3,5,red,BR,24632.4973806923
S07,3,6,red,BR,18830.4380496893
S07,3,7,red,BR,5651.1794118685
S07,3,8,red,BR,5431.22644731883
S07,3,9,red,BR,13426.070457878
S07,3,10,red,BR,12597.1080141298
S07,3,11,red,BR,5627.65913954785
S07,3,12,red,BR,5488.38658227299
S07,3,13,red,BR,5504.06455904664
S07,3,14,red,BR,5329.68128426125
S07,3,15,red,BR,18819.5587620828
S07,3,16,red,BR,18644.3223716167
S07,3,17,red,BR,17748.0214080256
S07,3,18,red,BR,17591.6893586067
S07,4,1,red,BR,25216.4897394361
S07,4,2,red,BR,30579.4968675678
S07,4,3,red,BR,23711.432152364
S07,4,4,red,BR,23852.9116131954
S07,4,5,red,BR,29116.8338829437
S07,4,6,red,BR,25212.4583736872
S07,4,7,red,BR,8046.03616092717
S07,4,8,red,BR,7662.24645547232
S07,4,9,red,BR,17720.4897003365
S07,4,10,red,BR,16584.814428062
S07,4,11,red,BR,7958.6288587995
S07,4,12,red,BR,7786.03640616058
S07,4,13,red,BR,7688.1819820664
S07,4,14,red,BR,7465.30560881224
S07,4,15,red,BR,22745.4085338134
S07,4,16,red,BR,22452.0231737837
S07,4,17,red,BR,20855.8229631904
S07,4,18,red,BR,20828.481679095
S07,5,1,red,BR,23726.3382600651
S07,5,2,red,BR,30576.6656217316
S07,5,3,red,BR,22905.9129589865
S07,5,4,red,BR,22995.1594955632
S07,5,5,red,BR,29819.4993306046
S07,5,6,red,BR,23730.5833886855
S07,5,7,red,BR,7250.14788436526
S07,5,8,red,BR,7008.97549435131
S07,5,9,red,BR,16488.8231069477
S07,5,10,red,BR,15777.9683224752
S07,5,11,red,BR,7382.37946103283
S07,5,12,red,BR,7264.795076846
S07,5,13,red,BR,6973.7423536241
S07,5,14,red,BR,6850.75545257293
S07,5,15,red,BR,24458.7212053756
S07,5,16,red,BR,24228.1873186718
S07,5,17,red,BR,17383.4924451609
S07,5,18,red,BR,17383.6594475749
