Sub,Scan,Inv,Percept,Cond,F
S04,2,17,u,BR,76322.504667696
S04,2,18,u,BR,76396.8768471987
S04,3,1,u,BR,48425.8623025827
S04,3,2,u,BR,59896.8830360011
S04,3,3,u,BR,48180.6589901366
S04,3,4,u,BR,48192.0858511298
S04,3,5,u,BR,59543.1492694356
S04,3,6,u,BR,48520.7557088795
S04,3,7,u,BR,14998.8282648625
S04,3,8,u,BR,14893.107904576
S04,3,9,u,BR,26653.1353610594
S04,3,10,u,BR,26355.4836348033
S04,3,11,u,BR,21730.5524786254
S04,3,12,u,BR,21707.0407699924
S04,3,13,u,BR,18062.3924180702
S04,3,14,u,BR,18081.1922647601
S04,3,15,u,BR,67846.6087977547
S04,3,16,u,BR,67904.7548998679
S04,3,17,u,BR,72161.8803648898
S04,3,18,u,BR,72051.6265748958
S04,4,1,u,BR,39859.5620494366
S04,4,2,u,BR,51371.1016008418
S04,4,3,u,BR,39589.4483036162
S04,4,4,u,BR,39599.2698595654
S04,4,5,u,BR,50934.2438232068
S04,4,6,u,BR,39977.0633116972
S04,4,7,u,BR,15042.7607155292
S04,4,8,u,BR,15000.4977263037
S04,4,9,u,BR,23262.2954462781
S04,4,10,u,BR,22952.6659654546
S04,4,11,u,BR,19086.0650587249
S04,4,12,u,BR,19056.6228374921
S04,4,13,u,BR,15688.1279667257
S04,4,14,u,BR,15689.2387426845
S04,4,15,u,BR,53778.7547463454
S04,4,16,u,BR,53787.3424179448
S04,4,17,u,BR,53537.9523277001
S04,4,18,u,BR,53525.6027141298
S04,5,1,u,BR,35417.3473704635
S04,5,2,u,BR,46495.4563290731
S04,5,3,u,BR,35112.7086647627
S04,5,4,u,BR,35140.5881369974
S04,5,5,u,BR,46136.0451832787
S04,5,6,u,BR,35476.0218411721
S04,5,7,u,BR,12861.2381712711
S04,5,8,u,BR,12805.7555008241
S04,5,9,u,BR,19857.261594042
S04,5,10,u,BR,19580.7941679951
S04,5,11,u,BR,17378.3051444687
S04,5,12,u,BR,17332.2581148751
S04,5,13,u,BR,15390.7366220689
S04,5,14,u,BR,15387.8822229954
S04,5,15,u,BR,55120.3739942524
S04,5,16,u,BR,55148.203606325
S04,5,17,u,BR,61102.2898680271
S04,5,18,u,BR,61156.5543889956
S04,1,1,domin,RplSM,5294.26144501199
S04,1,2,domin,RplSM,14598.3244690806
S04,1,3,domin,RplSM,5410.70947829259
S04,1,4,domin,RplSM,5426.29228445323
S04,1,5,domin,RplSM,14670.5783665233
S04,1,6,domin,RplSM,5342.99136821825
S04,1,7,domin,RplSM,-1501.4902446721
S04,1,8,domin,RplSM,-1497.31725646587
S04,1,9,domin,RplSM,-351.777457690368
S04,1,10,domin,RplSM,-335.188663928011
S04,1,11,domin,RplSM,920.989004525955
S04,1,12,domin,RplSM,932.747633252869
S04,1,13,domin,RplSM,1070.39637998478
S04,1,14,domin,RplSM,506.055942027044
S04,1,15,domin,RplSM,18493.0642938018
S04,1,16,domin,RplSM,18185.0414667506
S04,1,17,domin,RplSM,22688.1654909807
S04,1,18,domin,RplSM,22598.0222251527
S04,2,1,domin,RplSM,26364.7080928627
S04,2,2,domin,RplSM,39400.3180249184
S04,2,3,domin,RplSM,26529.8110727765
S04,2,4,domin,RplSM,26555.4440195397
S04,2,5,domin,RplSM,39481.963688129
S04,2,6,domin,RplSM,26476.1968703817
S04,2,7,domin,RplSM,1922.02487883043
S04,2,8,domin,RplSM,1938.44225993353
S04,2,9,domin,RplSM,6797.62873059339
S04,2,10,domin,RplSM,6824.14906348967
S04,2,11,domin,RplSM,5844.3601244577
S04,2,12,domin,RplSM,5859.18681950927
S04,2,13,domin,RplSM,5569.70648999884
S04,2,14,domin,RplSM,5166.02833794897
S04,2,15,domin,RplSM,48591.9682400683
S04,2,16,domin,RplSM,48685.699830564
S04,2,17,domin,RplSM,51087.5652272361
S04,2,18,domin,RplSM,50919.6006506412
S04,3,1,domin,RplSM,31624.0133016022
S04,3,2,domin,RplSM,44992.6290338878
S04,3,3,domin,RplSM,31854.768890493
S04,3,4,domin,RplSM,31894.3547737297
S04,3,5,domin,RplSM,45066.7827584458
S04,3,6,domin,RplSM,31826.3146415228
S04,3,7,domin,RplSM,3759.18704789052
S04,3,8,domin,RplSM,3781.43377101507
S04,3,9,domin,RplSM,8811.89269759068
S04,3,10,domin,RplSM,8832.82217358557
S04,3,11,domin,RplSM,6558.02696854692
S04,3,12,domin,RplSM,6583.89695257322
S04,3,13,domin,RplSM,6878.89820470329
S04,3,14,domin,RplSM,6266.0608278678
S04,3,15,domin,RplSM,49308.6909178451
S04,3,16,domin,RplSM,49383.862088434
S04,3,17,domin,RplSM,54936.4338679113
S04,3,18,domin,RplSM,54872.9898474864
S04,4,1,domin,RplSM,19444.5886313342
S04,4,2,domin,RplSM,32651.3969483133
S04,4,3,domin,RplSM,19340.3159653951
S04,4,4,domin,RplSM,19359.3587248062
S04,4,5,domin,RplSM,32533.9494904431
S04,4,6,domin,RplSM,19526.991896647
S04,4,7,domin,RplSM,1005.9222728289
S04,4,8,domin,RplSM,918.556607779659
S04,4,9,domin,RplSM,6388.9721738665
S04,4,10,domin,RplSM,6345.16586256688
S04,4,11,domin,RplSM,3464.56341999653
S04,4,12,domin,RplSM,3407.88504371731
S04,4,13,domin,RplSM,4786.48508722907
S04,4,14,domin,RplSM,4610.36348088427
S04,4,15,domin,RplSM,36446.1329580599
S04,4,16,domin,RplSM,36458.4839739889
S04,4,17,domin,RplSM,40930.229922336
S04,4,18,domin,RplSM,40677.2742973703
S04,5,1,domin,RplSM,18990.1460425138
S04,5,2,domin,RplSM,32276.7789299172
S04,5,3,domin,RplSM,19138.6879101402
S04,5,4,domin,RplSM,19147.8122376637
S04,5,5,domin,RplSM,32369.0955223584
S04,5,6,domin,RplSM,19079.3559721652
S04,5,7,domin,RplSM,803.06958301626
S04,5,8,domin,RplSM,809.716974264989
S04,5,9,domin,RplSM,5063.33618116766
S04,5,10,domin,RplSM,5098.63568370405
S04,5,11,domin,RplSM,4220.52705927963
S04,5,12,domin,RplSM,4240.8490042208
S04,5,13,domin,RplSM,5553.23786464692
S04,5,14,domin,RplSM,4444.28185972772
S04,5,15,domin,RplSM,38768.3456378499
S04,5,16,domin,RplSM,37484.0811900596
S04,5,17,domin,RplSM,46101.0348203843
S04,5,18,domin,RplSM,45882.5861633575
S04,1,1,u,RplSM,20499.4518836631
S04,1,2,u,RplSM,28666.778835514
S04,1,3,u,RplSM,13922.9637538654
S04,1,4,u,RplSM,13938.1008156661
S04,1,5,u,RplSM,21933.6159267477
S04,1,6,u,RplSM,20490.7677123797
S04,1,7,u,RplSM,6073.49659464926
S04,1,8,u,RplSM,4005.37460381355
S04,1,9,u,RplSM,12102.9000600977
S04,1,10,u,RplSM,7549.5326148465
S04,1,11,u,RplSM,8668.37189845455
S04,1,12,u,RplSM,8339.15644476079
S04,1,13,u,RplSM,7339.11126348632
S04,1,14,u,RplSM,6096.8890009108
S04,1,15,u,RplSM,27426.6319806509
S04,1,16,u,RplSM,25678.8453721062
S04,1,17,u,RplSM,31038.4203033917
S04,1,18,u,RplSM,30920.7238218938
S04,2,1,u,RplSM,50458.8924427229
S04,2,2,u,RplSM,62268.9064951914
S04,2,3,u,RplSM,40642.364067376
S04,2,4,u,RplSM,40663.5461513773
S04,2,5,u,RplSM,51891.4240168828
S04,2,6,u,RplSM,50437.9344319955
S04,2,7,u,RplSM,16906.1988087188
S04,2,8,u,RplSM,13522.1630055013
S04,2,9,u,RplSM,29296.1641040419
S04,2,10,u,RplSM,22322.9725580183
S04,2,11,u,RplSM,21069.7348580846
S04,2,12,u,RplSM,20564.4097332291
S04,2,13,u,RplSM,17542.5160292603
S04,2,14,u,RplSM,15484.5848378048
S04,2,15,u,RplSM,63637.621578323
S04,2,16,u,RplSM,62181.6714025941
S04,2,17,u,RplSM,65600.5118759295
S04,2,18,u,RplSM,64728.5039824521
S04,3,1,u,RplSM,52479.8605167444
S04,3,2,u,RplSM,65716.8173379214
S04,3,3,u,RplSM,43771.5344342962
S04,3,4,u,RplSM,43785.3256358481
S04,3,5,u,RplSM,56455.0899426503
S04,3,6,u,RplSM,52465.2619653618
S04,3,7,u,RplSM,19578.2654007265
S04,3,8,u,RplSM,17457.0723629996
S04,3,9,u,RplSM,31521.2696075126
S04,3,10,u,RplSM,24652.2754470612
S04,3,11,u,RplSM,22592.9604759917
S04,3,12,u,RplSM,22102.6869747738
S04,3,13,u,RplSM,19155.2001311058
S04,3,14,u,RplSM,16860.0523095289
S04,3,15,u,RplSM,65255.2731731519
S04,3,16,u,RplSM,63269.6496199004
S04,3,17,u,RplSM,70724.8329311896
S04,3,18,u,RplSM,70095.7348589203
S04,4,1,u,RplSM,39152.9430138724
S04,4,2,u,RplSM,49386.069934343
S04,4,3,u,RplSM,32269.3045734094
S04,4,4,u,RplSM,32282.3403461566
S04,4,5,u,RplSM,42100.2567337569
S04,4,6,u,RplSM,39125.7195855566
S04,4,7,u,RplSM,13031.995707155
S04,4,8,u,RplSM,11100.7266707441
S04,4,9,u,RplSM,23394.5099975539
S04,4,10,u,RplSM,18209.9285891831
S04,4,11,u,RplSM,16446.185936773
S04,4,12,u,RplSM,15783.7708917833
S04,4,13,u,RplSM,14706.1363707476
S04,4,14,u,RplSM,13309.5528585293
S04,4,15,u,RplSM,49424.76516606
S04,4,16,u,RplSM,47968.8408700537
S04,4,17,u,RplSM,52904.4382686233
S04,4,18,u,RplSM,51780.7850280828
S04,5,1,u,RplSM,42556.642892636
S04,5,2,u,RplSM,53496.8469193503
S04,5,3,u,RplSM,33366.5312882859
S04,5,4,u,RplSM,33379.131867761
S04,5,5,u,RplSM,43756.6089974515
S04,5,6,u,RplSM,42535.8590811103
S04,5,7,u,RplSM,14263.0330536339
S04,5,8,u,RplSM,11474.130379149
S04,5,9,u,RplSM,25334.3030390942
S04,5,10,u,RplSM,18807.8737656125
S04,5,11,u,RplSM,17732.7228566819
S04,5,12,u,RplSM,17166.3779736291
S04,5,13,u,RplSM,16411.0591958594
S04,5,14,u,RplSM,13892.1105151479
S04,5,15,u,RplSM,53432.5879986129
S04,5,16,u,RplSM,49820.0361148777
S04,5,17,u,RplSM,59394.4630179864
S04,5,18,u,RplSM,59310.6998777246
S04,1,1,domin,RplIN,26158.1600503484
S04,1,2,domin,RplIN,40359.9835795404
S04,1,3,domin,RplIN,21402.980418383
S04,1,4,domin,RplIN,21426.1548975395
S04,1,5,domin,RplIN,35326.4286467193
S04,1,6,domin,RplIN,26162.186687382
S04,1,7,domin,RplIN,2478.09859866775
S04,1,8,domin,RplIN,1388.03429943618
S04,1,9,domin,RplIN,7559.82613993348
S04,1,10,domin,RplIN,5092.41154342473
S04,1,11,domin,RplIN,5636.24674313676
S04,1,12,domin,RplIN,5323.85707113666
S04,1,13,domin,RplIN,6381.06751498329
S04,1,14,domin,RplIN,5217.77007298496
S04,1,15,domin,RplIN,46479.0250594305
S04,1,16,domin,RplIN,44584.515650019
S04,1,17,domin,RplIN,49861.0349541339
S04,1,18,domin,RplIN,48847.4774038517
S04,2,1,domin,RplIN,28166.6244745633
S04,2,2,domin,RplIN,42183.1581799091
S04,2,3,domin,RplIN,23124.3395708667
S04,2,4,domin,RplIN,23136.1263424305
S04,2,5,domin,RplIN,36990.7522390024
S04,2,6,domin,RplIN,28167.5305635657
S04,2,7,domin,RplIN,2857.75918366897
S04,2,8,domin,RplIN,1769.2313048249
S04,2,9,domin,RplIN,9602.14829290215
S04,2,10,domin,RplIN,6974.87528474182
S04,2,11,domin,RplIN,5839.26826398645
S04,2,12,domin,RplIN,5432.39385967939
S04,2,13,domin,RplIN,6924.19594078531
S04,2,14,domin,RplIN,5408.09948146177
S04,2,15,domin,RplIN,43524.133948737
S04,2,16,domin,RplIN,40874.0399551259
S04,2,17,domin,RplIN,44868.9983306887
S04,2,18,domin,RplIN,44608.8270649547
S04,1,1,u,RplIN,27716.5961112435
S04,1,2,u,RplIN,37470.482246485
S04,1,3,u,RplIN,25819.1164395748
S04,1,4,u,RplIN,25840.4673316956
S04,1,5,u,RplIN,35275.4798480759
S04,1,6,u,RplIN,27774.0780849027
S04,1,7,u,RplIN,9665.54453800232
S04,1,8,u,RplIN,8974.12903906481
S04,1,9,u,RplIN,14646.2068856744
S04,1,10,u,RplIN,13120.363931188
S04,1,11,u,RplIN,14353.4638632078
S04,1,12,u,RplIN,14005.9884707961
S04,1,13,u,RplIN,10882.5976038611
S04,1,14,u,RplIN,10852.6885513766
S04,1,15,u,RplIN,43252.05511376
S04,1,16,u,RplIN,43001.3044829426
S04,1,17,u,RplIN,48946.9725715674
S04,1,18,u,RplIN,47084.9125749766
S04,2,1,u,RplIN,22352.2519311191
S04,2,2,u,RplIN,33484.3745964683
S04,2,3,u,RplIN,20308.8911207756
S04,2,4,u,RplIN,20317.6556008607
S04,2,5,u,RplIN,31346.9338752395
S04,2,6,u,RplIN,22389.9323706477
S04,2,7,u,RplIN,7926.39907966032
S04,2,8,u,RplIN,7174.87164019231
S04,2,9,u,RplIN,14361.8634768417
S04,2,10,u,RplIN,12951.4857854185
S04,2,11,u,RplIN,13059.6206630883
S04,2,12,u,RplIN,12653.3342867646
S04,2,13,u,RplIN,9024.75753052335
S04,2,14,u,RplIN,8939.38894568928
S04,2,15,u,RplIN,34551.7640947264
S04,2,16,u,RplIN,34483.4092067377
S04,2,17,u,RplIN,39711.6548504174
S04,2,18,u,RplIN,39106.9722879249
S05,1,1,domin,BR,25317.1750472872
S05,1,2,domin,BR,38048.0208248326
S05,1,3,domin,BR,18675.26476369
S05,1,4,domin,BR,18852.2178061969
S05,1,5,domin,BR,31444.0580450331
S05,1,6,domin,BR,25323.3527398502
S05,1,7,domin,BR,2379.33325955999
S05,1,8,domin,BR,340.654589570384
S05,1,9,domin,BR,8029.15169109021
S05,1,10,domin,BR,5324.80031410881
S05,1,11,domin,BR,2398.39400833951
S05,1,12,domin,BR,1797.02728332044
S05,1,13,domin,BR,3610.14440412443
S05,1,14,domin,BR,2664.36977445709
S05,1,15,domin,BR,42197.6142322276
S05,1,16,domin,BR,40337.4144862932
S05,1,17,domin,BR,44205.9169365408
S05,1,18,domin,BR,41892.6076606295
S05,2,1,domin,BR,29175.0445100878
S05,2,2,domin,BR,40685.192061735
S05,2,3,domin,BR,21821.856601702
S05,2,4,domin,BR,22020.4680232297
S05,2,5,domin,BR,33717.4238592598
S05,2,6,domin,BR,29183.4806287262
S05,2,7,domin,BR,2636.42115247646
S05,2,8,domin,BR,367.981895403504
S05,2,9,domin,BR,9500.16093115136
S05,2,10,domin,BR,6682.61876515766
S05,2,11,domin,BR,2633.19772033626
S05,2,12,domin,BR,2030.98722559064
S05,2,13,domin,BR,3998.38510635259
S05,2,14,domin,BR,3115.03178071394
S05,2,15,domin,BR,44552.7206700357
S05,2,16,domin,BR,42414.448432153
S05,2,17,domin,BR,45015.3217511434
S05,2,18,domin,BR,43027.0385574189
S05,3,1,domin,BR,25250.361558736
S05,3,2,domin,BR,39184.7210778841
S05,3,3,domin,BR,18626.5624760064
S05,3,4,domin,BR,18803.5099070958
S05,3,5,domin,BR,32241.7159329246
S05,3,6,domin,BR,25258.8154471602
S05,3,7,domin,BR,2094.6485780431
S05,3,8,domin,BR,-251.604664089911
S05,3,9,domin,BR,9317.34576957718
S05,3,10,domin,BR,6171.74391367328
S05,3,11,domin,BR,2496.20128152184
S05,3,12,domin,BR,1771.93022526288
S05,3,13,domin,BR,3367.02583377451
S05,3,14,domin,BR,2567.42274732472
S05,3,15,domin,BR,43994.527836645
S05,3,16,domin,BR,41613.1882317278
S05,3,17,domin,BR,45202.8996163454
S05,3,18,domin,BR,43628.6703481315
S05,4,1,domin,BR,32592.4844715922
S05,4,2,domin,BR,47527.3046811595
S05,4,3,domin,BR,25655.4931460641
S05,4,4,domin,BR,25838.4491317864
S05,4,5,domin,BR,40084.5351865439
S05,4,6,domin,BR,32597.1367439391
S05,4,7,domin,BR,3178.61326290634
S05,4,8,domin,BR,1000.5437667621
S05,4,9,domin,BR,13590.8289302678
S05,4,10,domin,BR,10931.0626929638
S05,4,11,domin,BR,4249.61588272568
S05,4,12,domin,BR,3466.74716696322
S05,4,13,domin,BR,4714.67171866523
S05,4,14,domin,BR,3838.70418063597
S05,4,15,domin,BR,49914.059540492
S05,4,16,domin,BR,48975.1893194279
S05,4,17,domin,BR,49029.6760152253
S05,4,18,domin,BR,48794.6980944597
S05,5,1,domin,BR,24654.9934146019
S05,5,2,domin,BR,37642.1866850157
S05,5,3,domin,BR,18387.0095860095
S05,5,4,domin,BR,18563.4527700394
S05,5,5,domin,BR,31351.0682060986
S05,5,6,domin,BR,24660.6054487951
S05,5,7,domin,BR,3465.38651165219
S05,5,8,domin,BR,1405.5676191862
S05,5,9,domin,BR,9262.63459796536
S05,5,10,domin,BR,6659.67364275613
S05,5,11,domin,BR,2153.44132250052
S05,5,12,domin,BR,1490.34332573602
S05,5,13,domin,BR,2563.12714804375
S05,5,14,domin,BR,1887.42425763767
S05,5,15,domin,BR,37847.9923635527
S05,5,16,domin,BR,37039.9193051163
S05,5,17,domin,BR,38451.7831041453
S05,5,18,domin,BR,38305.9650065207
S05,1,1,u,BR,34404.3347932285
S05,1,2,u,BR,44638.6030211636
S05,1,3,u,BR,34395.1210154295
S05,1,4,u,BR,34575.0066176222
S05,1,5,u,BR,44637.2754563738
S05,1,6,u,BR,34571.6070585791
S05,1,7,u,BR,7815.5062984516
S05,1,8,u,BR,7810.82224348382
S05,1,9,u,BR,19864.8987349242
S05,1,10,u,BR,19881.0762562943
S05,1,11,u,BR,12841.2547155954
S05,1,12,u,BR,12869.0144220532
S05,1,13,u,BR,11660.9402638844
S05,1,14,u,BR,11675.8701466204
S05,1,15,u,BR,55622.9627447009
S05,1,16,u,BR,55644.0046265453
S05,1,17,u,BR,57397.7784727838
S05,1,18,u,BR,57445.8960127339
S05,2,1,u,BR,35103.8031686687
S05,2,2,u,BR,46303.627909884
S05,2,3,u,BR,35118.3058304524
S05,2,4,u,BR,35303.7589418364
S05,2,5,u,BR,46321.0775376092
S05,2,6,u,BR,35280.4279909361
S05,2,7,u,BR,8611.53063756544
S05,2,8,u,BR,8608.30308899934
S05,2,9,u,BR,20989.2548877115
S05,2,10,u,BR,21016.4464047031
S05,2,11,u,BR,13592.7869111235
S05,2,12,u,BR,13636.9679503494
S05,2,13,u,BR,11801.9522525612
S05,2,14,u,BR,11816.400279371
S05,2,15,u,BR,55096.9492268358
S05,2,16,u,BR,55113.5435064199
S05,2,17,u,BR,55613.5472616973
S05,2,18,u,BR,55637.0426698911
S05,3,1,u,BR,37519.9998905978
S05,3,2,u,BR,49109.7720253759
S05,3,3,u,BR,37543.1909611328
S05,3,4,u,BR,37710.7718506532
S05,3,5,u,BR,49132.9088681459
S05,3,6,u,BR,37688.0405282611
S05,3,7,u,BR,8810.4417329251
S05,3,8,u,BR,8790.31737969213
S05,3,9,u,BR,22224.0737168342
S05,3,10,u,BR,22257.2584332634
S05,3,11,u,BR,14892.5666187631
S05,3,12,u,BR,14928.6256614205
S05,3,13,u,BR,13547.8515135132
S05,3,14,u,BR,13573.3784259995
S05,3,15,u,BR,58622.2535080997
S05,3,16,u,BR,58651.6166453147
S05,3,17,u,BR,59744.0150348287
S05,3,18,u,BR,59828.6040998028
S05,4,1,u,BR,39591.0451404442
S05,4,2,u,BR,50523.1743150436
S05,4,3,u,BR,39628.7844387948
S05,4,4,u,BR,39810.3281921708
S05,4,5,u,BR,50560.3168309088
S05,4,6,u,BR,39764.6293512
S05,4,7,u,BR,9276.98408196565
S05,4,8,u,BR,9271.07503787867
S05,4,9,u,BR,25073.9019339304
S05,4,10,u,BR,25108.0963838516
S05,4,11,u,BR,14922.4784404181
S05,4,12,u,BR,14981.398278591
S05,4,13,u,BR,13117.3570277456
S05,4,14,u,BR,13135.7774526927
S05,4,15,u,BR,59737.791536573
S05,4,16,u,BR,59762.8832351781
S05,4,17,u,BR,61022.1333258356
S05,4,18,u,BR,61083.3104711308
S05,5,1,u,BR,30520.5358130959
S05,5,2,u,BR,41219.4701996458
S05,5,3,u,BR,30527.595505407
S05,5,4,u,BR,30705.3815061295
S05,5,5,u,BR,41225.8700354796
S05,5,6,u,BR,30694.2306072521
S05,5,7,u,BR,8787.39044984201
S05,5,8,u,BR,8779.45353182603
S05,5,9,u,BR,19683.00744624
S05,5,10,u,BR,19720.836243575
S05,5,11,u,BR,10619.6372938687
S05,5,12,u,BR,10660.6239501784
S05,5,13,u,BR,9885.59636595843
S05,5,14,u,BR,9903.64081215959
S05,5,15,u,BR,49789.6714914041
S05,5,16,u,BR,49804.2740184927
S05,5,17,u,BR,53201.1100455099
S05,5,18,u,BR,53258.3947677915
S05,1,1,domin,RplSM,23874.072905881
S05,1,2,domin,RplSM,34143.8074060295
S05,1,3,domin,RplSM,23558.3995436402
S05,1,4,domin,RplSM,23644.4772374392
S05,1,5,domin,RplSM,33985.0611602049
S05,1,6,domin,RplSM,23973.7405823091
S05,1,7,domin,RplSM,-114.557961230332
S05,1,8,domin,RplSM,-99.0959825680147
S05,1,9,domin,RplSM,6653.12950440158
S05,1,10,domin,RplSM,6477.60251184913
S05,1,11,domin,RplSM,2300.67030244494
S05,1,12,domin,RplSM,2326.90332829823
S05,1,13,domin,RplSM,3194.05798197961
S05,1,14,domin,RplSM,3251.73749541041
S05,1,15,domin,RplSM,42880.5296150042
S05,1,16,domin,RplSM,42210.4237683427
S05,1,17,domin,RplSM,44559.7407052639
S05,1,18,domin,RplSM,37956.4787597039
S05,2,1,domin,RplSM,23483.6633342173
S05,2,2,domin,RplSM,35980.8593368932
S05,2,3,domin,RplSM,23599.4766756896
S05,2,4,domin,RplSM,23779.0492766337
S05,2,5,domin,RplSM,36086.1777218215
S05,2,6,domin,RplSM,23663.2107820786
S05,2,7,domin,RplSM,404.308777960923
S05,2,8,domin,RplSM,433.07041922674
S05,2,9,domin,RplSM,8679.29266774096
S05,2,10,domin,RplSM,8420.82515966422
S05,2,11,domin,RplSM,2201.33104805923
S05,2,12,domin,RplSM,2231.00285122684
S05,2,13,domin,RplSM,3234.73170901898
S05,2,14,domin,RplSM,3289.72208882141
S05,2,15,domin,RplSM,43998.3470060303
S05,2,16,domin,RplSM,44022.4414015144
S05,2,17,domin,RplSM,47447.5027399863
S05,2,18,domin,RplSM,47281.5983665548
S05,3,1,domin,RplSM,32307.519912823
S05,3,2,domin,RplSM,48988.706608082
S05,3,3,domin,RplSM,32214.9695571215
S05,3,4,domin,RplSM,32366.3865431392
S05,3,5,domin,RplSM,48960.6963340061
S05,3,6,domin,RplSM,32496.2236868308
S05,3,7,domin,RplSM,4001.93952935564
S05,3,8,domin,RplSM,3999.74448401329
S05,3,9,domin,RplSM,14043.2020394167
S05,3,10,domin,RplSM,14040.6846740474
S05,3,11,domin,RplSM,5886.22831915192
S05,3,12,domin,RplSM,5890.57533035573
S05,3,13,domin,RplSM,6615.50069175931
S05,3,14,domin,RplSM,6629.5708268368
S05,3,15,domin,RplSM,49409.8692288812
S05,3,16,domin,RplSM,48728.6029302491
S05,3,17,domin,RplSM,45015.003840554
S05,3,18,domin,RplSM,37329.9956796547
S05,4,1,domin,RplSM,18009.3158412568
S05,4,2,domin,RplSM,34127.8737120676
S05,4,3,domin,RplSM,17916.5784443547
S05,4,4,domin,RplSM,17987.5710159575
S05,4,5,domin,RplSM,33780.8539893234
S05,4,6,domin,RplSM,18096.1462423536
S05,4,7,domin,RplSM,877.04255389959
S05,4,8,domin,RplSM,861.266621528401
S05,4,9,domin,RplSM,7330.12247492822
S05,4,10,domin,RplSM,7265.94238832505
S05,4,11,domin,RplSM,2143.60133309301
S05,4,12,domin,RplSM,2156.66576293395
S05,4,13,domin,RplSM,2844.13332403192
S05,4,14,domin,RplSM,2887.75241830672
S05,4,15,domin,RplSM,39482.17511806
S05,4,16,domin,RplSM,38348.6361231607
S05,4,17,domin,RplSM,39886.7786637297
S05,4,18,domin,RplSM,30931.7293339901
S05,5,1,domin,RplSM,20705.5097833026
S05,5,2,domin,RplSM,31295.236472713
S05,5,3,domin,RplSM,20874.5374074253
S05,5,4,domin,RplSM,21019.6866943867
S05,5,5,domin,RplSM,31302.5410537063
S05,5,6,domin,RplSM,20992.8987244616
S05,5,7,domin,RplSM,74.4951289733272
S05,5,8,domin,RplSM,94.1654054815644
S05,5,9,domin,RplSM,8456.91853445923
S05,5,10,domin,RplSM,8387.88681206652
S05,5,11,domin,RplSM,1471.71926690326
S05,5,12,domin,RplSM,1495.0722538099
S05,5,13,domin,RplSM,2039.70412673201
S05,5,14,domin,RplSM,2084.73577118103
S05,5,15,domin,RplSM,35027.337269169
S05,5,16,domin,RplSM,34649.4064416406
S05,5,17,domin,RplSM,32735.0170840699
S05,5,18,domin,RplSM,28126.7239237012
S05,1,1,u,RplSM,41023.2852038679
S05,1,2,u,RplSM,52536.3568370342
S05,1,3,u,RplSM,36829.4366559358
S05,1,4,u,RplSM,36946.1701117325
S05,1,5,u,RplSM,48365.0902220042
S05,1,6,u,RplSM,41073.0371574969
S05,1,7,u,RplSM,9931.26974591252
S05,1,8,u,RplSM,8356.55589892941
S05,1,9,u,RplSM,25427.4944010265
S05,1,10,u,RplSM,21390.3578809238
S05,1,11,u,RplSM,14879.5970116521
S05,1,12,u,RplSM,14187.6230105469
S05,1,13,u,RplSM,13667.145488745
S05,1,14,u,RplSM,12895.6467711561
S05,1,15,u,RplSM,59948.4945794494
S05,1,16,u,RplSM,57902.6414425717
S05,1,17,u,RplSM,56220.9706385252
S05,1,18,u,RplSM,51932.030679493
S05,2,1,u,RplSM,37859.3839406174
S05,2,2,u,RplSM,48909.9085072244
S05,2,3,u,RplSM,34064.9268162904
S05,2,4,u,RplSM,34235.458370563
S05,2,5,u,RplSM,45162.5743062513
S05,2,6,u,RplSM,37889.4045674106
S05,2,7,u,RplSM,9074.52119052634
S05,2,8,u,RplSM,7690.20429813325
S05,2,9,u,RplSM,24395.5739791934
S05,2,10,u,RplSM,21046.3228450835
S05,2,11,u,RplSM,13922.3137145577
S05,2,12,u,RplSM,13239.1357389509
S05,2,13,u,RplSM,12584.2694699634
S05,2,14,u,RplSM,11787.3368177505
S05,2,15,u,RplSM,53494.2451372656
S05,2,16,u,RplSM,52193.2332998383
S05,2,17,u,RplSM,54977.8190283076
S05,2,18,u,RplSM,53953.9961067041
S05,3,1,u,RplSM,48954.997861899
S05,3,2,u,RplSM,59248.8895259616
S05,3,3,u,RplSM,45547.5458136814
S05,3,4,u,RplSM,45726.6863571823
S05,3,5,u,RplSM,55517.3710356294
S05,3,6,u,RplSM,48954.6624694702
S05,3,7,u,RplSM,13814.2641821203
S05,3,8,u,RplSM,12298.4999981449
S05,3,9,u,RplSM,31063.3828832022
S05,3,10,u,RplSM,28356.0362913217
S05,3,11,u,RplSM,19139.0915974031
S05,3,12,u,RplSM,18067.4161420324
S05,3,13,u,RplSM,15340.0002411483
S05,3,14,u,RplSM,14693.6097330679
S05,3,15,u,RplSM,60527.4051459683
S05,3,16,u,RplSM,59369.2190754295
S05,3,17,u,RplSM,52891.3856042525
S05,3,18,u,RplSM,50570.0163456501
S05,4,1,u,RplSM,39086.644916202
S05,4,2,u,RplSM,48757.651283259
S05,4,3,u,RplSM,34350.1739717545
S05,4,4,u,RplSM,34407.3109860294
S05,4,5,u,RplSM,43957.5574903058
S05,4,6,u,RplSM,39115.9461101248
S05,4,7,u,RplSM,9275.24449291126
S05,4,8,u,RplSM,7477.75069342804
S05,4,9,u,RplSM,24714.3402299177
S05,4,10,u,RplSM,21169.853172284
S05,4,11,u,RplSM,13442.6407888192
S05,4,12,u,RplSM,12457.7829313541
S05,4,13,u,RplSM,11797.7422335568
